100,10000
252472,5.5
Prof_000001,27.390290,23.729291,60
Prof_000002,6.744376,5.363864,77
Prof_000003,15.758860,13.149203,67
Prof_000004,5.091530,23.694165,54
Prof_000005,22.388989,20.324471,17
Prof_000006,11.971549,32.418098,51
Prof_000007,5.189680,10.840101,70
Prof_000008,14.565257,31.189181,10
Prof_000009,32.750965,12.381303,26
Prof_000010,11.359426,27.975662,63
Prof_000011,19.792610,20.598800,15
Prof_000012,8.638710,28.137240,44
Prof_000013,29.792889,14.624092,18
Prof_000014,12.631895,28.214418,96
Prof_000015,4.447015,5.789043,96
Prof_000016,27.218334,22.049735,22
Prof_000017,25.113599,28.337305,95
Prof_000018,9.186508,30.462710,16
Prof_000019,21.856875,7.372459,79
Prof_000020,25.396930,10.778038,18
Prof_000021,10.896136,10.745864,44
Prof_000022,19.285965,3.868478,95
Prof_000023,32.757660,12.585816,76
Prof_000024,22.667119,30.351222,72
Prof_000025,26.026884,32.008625,55
Prof_000026,20.307425,30.526545,78
Prof_000027,26.363785,12.319494,59
Prof_000028,24.643586,25.446135,35
Prof_000029,21.360553,22.656673,31
Prof_000030,26.145716,3.775481,30
Prof_000031,23.525217,22.307568,18
Prof_000032,18.344873,19.864050,45
Prof_000033,18.026759,15.138816,98
Prof_000034,20.211275,24.031381,75
Prof_000035,32.509419,6.383634,89
Prof_000036,14.829498,12.108205,68
Prof_000037,13.676683,9.905555,80
Prof_000038,20.191371,30.615463,21
Prof_000039,28.666684,12.934342,68
Prof_000040,12.642967,9.358489,96
Prof_000041,7.585034,21.193568,38
Prof_000042,31.213062,29.450392,73
Prof_000043,22.596527,30.448819,93
Prof_000044,20.805492,22.356648,46
Prof_000045,23.832130,10.457080,68
Prof_000046,30.464648,13.451208,89
Prof_000047,31.015257,13.857346,58
Prof_000048,26.696162,15.309521,25
Prof_000049,7.040902,15.542017,95
Prof_000050,19.625651,13.407437,90
Prof_000051,23.215642,6.050321,33
Prof_000052,13.655876,30.955148,92
Prof_000053,29.270611,3.392324,85
Prof_000054,14.026667,30.347246,63
Prof_000055,7.405736,24.437295,64
Prof_000056,13.330864,23.169634,39
Prof_000057,20.320026,11.490770,40
Prof_000058,9.639588,11.043926,22
Prof_000059,31.100574,9.416553,27
Prof_000060,17.573633,26.945080,62
Prof_000061,8.096288,21.432704,43
Prof_000062,32.990050,14.538282,36
Prof_000063,27.547803,5.611545,60
Prof_000064,18.853562,26.186213,94
Prof_000065,7.293650,31.088705,64
Prof_000066,4.839026,4.979212,48
Prof_000067,3.634361,27.009291,61
Prof_000068,28.101616,14.994902,43
Prof_000069,13.042148,29.404972,59
Prof_000070,21.542267,8.628283,82
Prof_000071,29.497917,16.947884,38
Prof_000072,26.138654,31.373131,50
Prof_000073,10.117057,16.317943,55
Prof_000074,23.434496,32.278242,85
Prof_000075,26.923322,7.717631,86
Prof_000076,26.850335,7.508129,76
Prof_000077,19.746411,31.519610,73
Prof_000078,4.831155,26.340385,97
Prof_000079,20.226598,13.794214,55
Prof_000080,12.582919,20.184716,30
Prof_000081,22.863929,24.020248,87
Prof_000082,18.729539,13.921945,41
Prof_000083,26.616847,22.998289,21
Prof_000084,20.103261,13.331155,34
Prof_000085,19.659438,6.158995,94
Prof_000086,20.806879,8.145528,38
Prof_000087,7.218659,15.657355,26
Prof_000088,29.675297,13.445533,34
Prof_000089,13.423775,13.835715,51
Prof_000090,19.253346,19.609793,43
Prof_000091,24.817923,6.847097,49
Prof_000092,6.066707,12.603681,47
Prof_000093,6.644066,11.064334,69
Prof_000094,22.558548,7.397861,99
Prof_000095,25.282578,23.370665,94
Prof_000096,15.090912,31.641467,33
Prof_000097,13.263412,14.646506,46
Prof_000098,5.344796,30.320452,54
Prof_000099,11.351607,6.380259,29
Prof_000100,10.239255,21.948057,58
Aluno_000001,27.793585,27.511045,44
Aluno_000002,10.868399,27.546134,23
Aluno_000003,8.691667,31.512243,47
Aluno_000004,13.047958,7.043697,34
Aluno_000005,24.353490,18.615442,83
Aluno_000006,23.162540,28.801304,80
Aluno_000007,9.104985,15.671413,28
Aluno_000008,24.435747,25.729246,79
Aluno_000009,30.827108,12.249052,59
